Rank,Previous Rank,Player,Position,Team,Price,Shirt points,Shirt count,Sprint points,Sprint count,Climb points,Climb count,Placement points,Placement count,Bought,Sold,Points
124,124,Owain Doull,support,EF Education - EasyPost,4.4,0.00,0,28.00,2,0.00,0,144.00,21,97,63,212.00
126,126,Rafał Majka,climber,UAE Team Emirates,6.9,0.00,0,12.00,1,0.00,0,138.00,16,1766,1368,210.00
127,127,Jonas Rutsch,youth,EF Education - EasyPost,4.6,0.00,0,24.00,1,0.00,0,144.00,21,487,347,208.00
127,127,Mikaël Cherel,support,AG2R Citroën Team,3.6,0.00,0,0.00,0,48.00,1,120.00,15,806,641,208.00
129,129,Andrea Bagioli,youth,Quick-Step Alpha Vinyl Team,6.6,0.00,0,8.00,1,0.00,0,116.00,21,4313,3129,204.00
129,129,Frederik Frison,support,LOTTO Soudal,5.1,0.00,0,76.00,2,24.00,2,104.00,21,163,107,204.00
129,129,Nils Eekhoff,youth,Team DSM,4.5,0.00,0,80.00,1,0.00,0,124.00,21,1548,1154,204.00
129,129,Matis Louvel,youth,Team Arkéa Samsic,4.5,0.00,0,60.00,1,8.00,1,136.00,21,1095,795,204.00
129,129,Cyril Barthe,support,B&B Hotels - KTM,4.2,0.00,0,60.00,1,0.00,0,144.00,21,254,187,204.00
134,134,TotalEnergies,manager,TotalEnergies,8,0.00,0,0.00,0,0.00,0,200.00,5,675,519,200.00
134,134,Maxime Bouet,support,Team Arkéa Samsic,3.9,0.00,0,44.00,1,0.00,0,156.00,21,146,98,200.00
134,134,Guillaume Boivin,support,Israel - Premier Tech,3.9,0.00,0,0.00,0,0.00,0,120.00,20,89,58,200.00
137,137,Jakob Fuglsang,captain,Israel - Premier Tech,9.2,0.00,0,34.00,1,6.00,1,128.00,15,2819,2302,188.00
137,137,Max Walscheid,support,Cofidis,5.8,0.00,0,8.00,1,0.00,0,180.00,15,1748,1515,188.00
137,137,Aurélien Paret-Peintre,support,AG2R Citroën Team,5.5,0.00,0,0.00,0,0.00,0,148.00,15,628,554,188.00
137,137,Franck Bonnamour,support,B&B Hotels - KTM,4,0.00,0,20.00,1,0.00,0,168.00,21,1642,1364,188.00
141,141,Rigoberto Urán,captain,EF Education - EasyPost,8,0.00,0,16.00,3,0.00,0,150.00,21,1854,1307,186.00
142,142,Amaury Capiot,sprinter,Team Arkéa Samsic,7,0.00,0,26.00,1,0.00,0,158.00,21,363,271,184.00
143,143,Bora - Hansgrohe,manager,Bora - Hansgrohe,9.7,0.00,0,0.00,0,0.00,0,180.00,5,1626,1270,180.00
143,143,Bahrain Victorious ,manager,Bahrain Victorious,8.6,0.00,0,0.00,0,0.00,0,180.00,3,3009,2318,180.00
143,143,Movistar Team,manager,Movistar Team,8.4,0.00,0,0.00,0,0.00,0,180.00,4,435,322,180.00
143,143,Andrey Zeits,support,Astana Qazaqstan Team,4.5,0.00,0,0.00,0,0.00,0,180.00,21,30,18,180.00
147,147,Kevin Geniets,support,Groupama - FDJ,5.5,0.00,0,12.00,1,0.00,0,164.00,21,176,118,176.00
147,147,Amund Grøndahl Jansen,support,Team BikeExchange - Jayco,4.3,0.00,0,0.00,0,0.00,0,96.00,21,1205,731,176.00
147,147,Connor Swift,support,Team Arkéa Samsic,3.8,0.00,0,0.00,0,0.00,0,176.00,21,949,683,176.00
150,150,Ion Izagirre,climber,Cofidis,6.8,0.00,0,12.00,1,27.00,2,135.00,21,1072,769,174.00
151,151,Chris Hamilton,climber,Team DSM,5.8,0.00,0,42.00,2,9.00,1,117.00,21,463,296,168.00
151,151,Reinardt Janse van Rensburg,support,LOTTO Soudal,5,0.00,0,32.00,1,0.00,0,136.00,21,373,257,168.00
151,151,Pierre-Luc Périchon,support,Cofidis,3.6,0.00,0,16.00,1,12.00,1,140.00,21,1078,599,168.00
151,151,Imanol Erviti,support,Movistar Team,3.6,0.00,0,52.00,1,0.00,0,116.00,17,861,682,168.00
155,155,George Bennett,support,UAE Team Emirates,5.5,0.00,0,8.00,1,12.00,1,64.00,9,693,592,164.00
155,155,Łukasz Owsian,support,Team Arkéa Samsic,4.2,0.00,0,0.00,0,0.00,0,164.00,21,25,16,164.00
157,157,AG2R Citroen Team,manager,AG2R Citroën Team,8.4,0.00,0,0.00,0,0.00,0,160.00,1,393,281,160.00
158,158,Gorka Izagirre,climber,Movistar Team,6.5,0.00,0,27.00,2,0.00,0,126.00,20,933,661,153.00
159,159,Luka Mezgec,sprinter,Team BikeExchange - Jayco,7.2,0.00,0,0.00,0,0.00,0,108.00,21,851,674,148.00
159,159,Adrien Petit,support,Intermarche - Wanty - Gobert Materiaux,4,0.00,0,32.00,1,0.00,0,116.00,21,341,251,148.00
161,161,Martijn Tusveld,support,Team DSM,4.9,0.00,0,0.00,0,0.00,0,144.00,21,92,58,144.00
162,162,Team DSM,manager,Team DSM,8.3,0.00,0,0.00,0,0.00,0,140.00,3,383,292,140.00
162,162,Luke Rowe,support,Ineos Grenadiers,4.5,0.00,0,0.00,0,0.00,0,100.00,21,480,306,140.00
162,162,Luke Durbridge,support,Team BikeExchange - Jayco,4.3,0.00,0,44.00,1,0.00,0,56.00,9,1305,1182,140.00
162,162,Antoine Duchesne,support,Groupama - FDJ,3.9,0.00,0,0.00,0,0.00,0,140.00,21,107,70,140.00
162,162,Vegard Stake Laengen,support,UAE Team Emirates,3.6,0.00,0,32.00,2,0.00,0,28.00,7,4544,3919,140.00
